profile_id,display_label,domain,term_type,curated_umbrella,lexicon_provenance,candidate_origins,evidence_count,source_count,latest_year,declared_confidence_0_10,declared_disposition,evidence_snippets,standardization_disposition,standardized_label,concept_id,source_vocabulary,semantic_types,match_method,normalization_confidence_0_10,normalization_reason,mesh_umbrella,public_umbrella,umbrella_method
2c9beb01-eb2c-4e00-b3b8-888aad09b85b,Brain Injury,medical,research_area,Neurological and Neurodegenerative Disorders,linkedin_expertise_lexicon_v1,linkedin_publication_title,1,1,2019,7.75,publish,When Two Wrongs Make a Right: The Effect of Acute and Chronic Binge Drinking on Traumatic Brain Injury Outcomes in Young Adult Female Rats,accepted,Brain Injuries,C0270611,MSH,Injury or Poisoning,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Brain Injury and Neurotrauma,Neurological and Neurodegenerative Disorders,versioned LinkedIn expertise lexicon
2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Health Services,medical,research_area,,hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_experience_description_current | linkedin_experience_description_recent,2,2,2026,8.6,publish,"• Scheduling and Meetings o Manage and prioritize schedules for the Director, Deputy Director, and Senior Managers, resolving conflicts promptly. o Book meetings using sound judgment, accommodating participant availability for in-person or remote formats. o Ensure the Director is fully prepared for meetings by organizing and providing necessary materials. • Travel Coordination o Arrange travel for the Institute Director and Senior Managers. o Plan and manage travel, accommodations, and itineraries for guest speakers, visiting scientists, and recruitment candidates. • Event Logistics o Provide  || •Strengthened member retention and boosted growth by cultivating relationships with stakeholders and leveraging referrals from existing members. •Engaged new donors by promoting the organization’s mission and aligning communications to support fundraising goals. •Contributed to donor campaigns by providing stakeholder insights, conducting testimonial interviews, and incorporating findings into reports, letters, and presentations. •Improved administrative efficiency by implementing new filing systems, optimizing workflows, and creating comprehensive documentation. •Developed and authored the or",review,Health Services,D006296,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,,
2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Computational Neuroscience,computing,research_area,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_current,1,1,2026,7.95,publish,"•Provide comprehensive administrative support to HBI Directors, Senior Managers, and Coordinators for operational activities, including education portfolio operations, communications, and event management. •Minute key internal meetings, including monthly executive meetings. •Support program-specific projects and assist in compiling, transcribing, and preparing research proposals, meeting materials, and project documentation. •Coordinate and facilitate the planning and logistics for faculty visits, recruitment candidates, and visiting scientists. •Manage executive schedules, resolving conflicts",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Mental Health,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_experience_description_current,1,1,2026,7.95,publish,"• Scheduling and Meetings o Manage and prioritize schedules for the Director, Deputy Director, and Senior Managers, resolving conflicts promptly. o Book meetings using sound judgment, accommodating participant availability for in-person or remote formats. o Ensure the Director is fully prepared for meetings by organizing and providing necessary materials. • Travel Coordination o Arrange travel for the Institute Director and Senior Managers. o Plan and manage travel, accommodations, and itineraries for guest speakers, visiting scientists, and recruitment candidates. • Event Logistics o Provide ",accepted,Mental Health,C0025353,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Neuroscience,medical,research_area,Neuroscience,linkedin_expertise_lexicon_v1,linkedin_experience_description_current,1,1,2026,7.95,publish,"•Provide comprehensive administrative support to HBI Directors, Senior Managers, and Coordinators for operational activities, including education portfolio operations, communications, and event management. •Minute key internal meetings, including monthly executive meetings. •Support program-specific projects and assist in compiling, transcribing, and preparing research proposals, meeting materials, and project documentation. •Coordinate and facilitate the planning and logistics for faculty visits, recruitment candidates, and visiting scientists. •Manage executive schedules, resolving conflicts",accepted,Neurosciences,D009488,MSH,,mesh_fallback,9.7,local MeSH fallback after broad UMLS candidate search,Neuroscience and Neural Systems,Neuroscience,versioned LinkedIn expertise lexicon
2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Decision Making,medical,research_area,Cognition and Behaviour,linkedin_expertise_lexicon_v1,linkedin_experience_description_recent,2,1,2022,7.2,publish,"• Implement Community Access client service plans to achieve the Wellness Services outcomes. • Facilitate the connection of Community Access clients to the community through meaningful activities that increase their overall wellbeing. • Build the capacity of Community Access clients to gain self-determination and decision-making skills. • Work with the Community Access Team Leaders and the Client Service Specialists to provide a seamless continuum of services for Community Access clients. • Utilize ShareVision to capture client data and to monitor client progress • Work with the Wellness Servi || •Strengthened member retention and boosted growth by cultivating relationships with stakeholders and leveraging referrals from existing members. •Engaged new donors by promoting the organization’s mission and aligning communications to support fundraising goals. •Contributed to donor campaigns by providing stakeholder insights, conducting testimonial interviews, and incorporating findings into reports, letters, and presentations. •Improved administrative efficiency by implementing new filing systems, optimizing workflows, and creating comprehensive documentation. •Developed and authored the or",review,Decision Making,C0011109,MSH,Mental Process,umls_exact,9.5,medical UMLS concept found; HBI umbrella requires review,,Cognition and Behaviour,versioned LinkedIn expertise lexicon
2e1e9717-70fc-455a-b655-4c0ed3c40f34,Alzheimer Disease,medical,research_area,Neurological Disorders,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_publication_title,2,1,0,8.0,publish,Deletion of Abca7 increases cerebral amyloid-β accumulation in the J20 mouse model of Alzheimer’s disease || Increased ATP-binding cassette transporter A1 expression in Alzheimer's disease hippocampal neurons.,accepted,Alzheimer Disease,D000544,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,Neurological Disorders,Neurological Disorders,versioned LinkedIn expertise lexicon
2e1e9717-70fc-455a-b655-4c0ed3c40f34,Hippocampus,medical,research_area,,hbi_hybrid_accepted,linkedin_publication_title,1,1,0,7.75,publish,Apolipoprotein-E forms dimers in human frontal cortex and hippocampus.,review,Hippocampus,C3887642,MSH,"Body Part, Organ, or Organ Component",umls_exact,9.3,medical UMLS concept found; HBI umbrella requires review,,,
2e1e9717-70fc-455a-b655-4c0ed3c40f34,Parkinson Disease,medical,research_area,Neurological and Neurodegenerative Disorders,linkedin_expertise_lexicon_v1,linkedin_publication_title,1,1,0,7.75,publish,Leucine-rich repeat kinase 2 and alternative splicing in Parkinson's disease,accepted,Parkinson Disease,C0030567,MSH,Disease or Syndrome,umls_exact,10.0,filtered UMLS concept with curated HBI umbrella,Neurological Disorders,Neurological and Neurodegenerative Disorders,versioned LinkedIn expertise lexicon
2e1e9717-70fc-455a-b655-4c0ed3c40f34,Psychiatric Disorders,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_publication_title,1,1,0,7.75,publish,Apolipoproteins in the brain – implications for neurological and psychiatric disorders.,accepted,Mental Disorders,C0004936,MSH,Mental or Behavioral Dysfunction,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
2ebb1f65-4f5d-4acd-92de-62d2c34e9f5f,Chronic Disease,medical,research_area,,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"Dr. Turin's primary research interests are challenges in access to care and unmet needs faced by the socially vulnerable population of the society, including new immigrants, refugees, and ethnic communities. He leads his program of research through the approach of Community Based Participatory Research and Integrated Knowledge Translation where efforts for Meaningful Community Engagement is at the core. Dr. Turin has been highly productive and has published more than 280 scholarly / academic publications including research manuscripts, conference proceedings, and book/book-chapters. He draws u",review,Chronic Disease,C0008679,MSH,Disease or Syndrome,umls_exact,9.83,medical UMLS concept found; HBI umbrella requires review,,,
2ebb1f65-4f5d-4acd-92de-62d2c34e9f5f,Epidemiology,health,research_area,Population and Public Health,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"Dr. Turin's primary research interests are challenges in access to care and unmet needs faced by the socially vulnerable population of the society, including new immigrants, refugees, and ethnic communities. He leads his program of research through the approach of Community Based Participatory Research and Integrated Knowledge Translation where efforts for Meaningful Community Engagement is at the core. Dr. Turin has been highly productive and has published more than 280 scholarly / academic publications including research manuscripts, conference proceedings, and book/book-chapters. He draws u",review,Epidemiology,D004813,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Population and Public Health,versioned LinkedIn expertise lexicon
2ebb1f65-4f5d-4acd-92de-62d2c34e9f5f,Health Services,medical,research_area,,hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"Dr. Turin's primary research interests are challenges in access to care and unmet needs faced by the socially vulnerable population of the society, including new immigrants, refugees, and ethnic communities. He leads his program of research through the approach of Community Based Participatory Research and Integrated Knowledge Translation where efforts for Meaningful Community Engagement is at the core. Dr. Turin has been highly productive and has published more than 280 scholarly / academic publications including research manuscripts, conference proceedings, and book/book-chapters. He draws u",review,Health Services,D006296,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,,
2ebb1f65-4f5d-4acd-92de-62d2c34e9f5f,Health Services Research,medical,research_area,Population and Public Health,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"Dr. Turin's primary research interests are challenges in access to care and unmet needs faced by the socially vulnerable population of the society, including new immigrants, refugees, and ethnic communities. He leads his program of research through the approach of Community Based Participatory Research and Integrated Knowledge Translation where efforts for Meaningful Community Engagement is at the core. Dr. Turin has been highly productive and has published more than 280 scholarly / academic publications including research manuscripts, conference proceedings, and book/book-chapters. He draws u",accepted,Health Services Research,C0018757,MSH,Research Activity,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Population and Public Health,Population and Public Health,versioned LinkedIn expertise lexicon
2ebb1f65-4f5d-4acd-92de-62d2c34e9f5f,Public Health,medical,research_area,Population and Public Health,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"Dr. Turin's primary research interests are challenges in access to care and unmet needs faced by the socially vulnerable population of the society, including new immigrants, refugees, and ethnic communities. He leads his program of research through the approach of Community Based Participatory Research and Integrated Knowledge Translation where efforts for Meaningful Community Engagement is at the core. Dr. Turin has been highly productive and has published more than 280 scholarly / academic publications including research manuscripts, conference proceedings, and book/book-chapters. He draws u",accepted,Public Health,D011634,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,Population and Public Health,Population and Public Health,versioned LinkedIn expertise lexicon
2fbf709e-7f3c-43b6-b7b8-e61155861101,Data Science,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Data Science,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
2fbf709e-7f3c-43b6-b7b8-e61155861101,Mathematics,science,research_area,Physical and Mathematical Sciences,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Mathematics Instruction,review,Mathematics,D008433,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Physical and Mathematical Sciences,versioned LinkedIn expertise lexicon
2fbf709e-7f3c-43b6-b7b8-e61155861101,Positron Emission Tomography,medical,method,Neuroimaging and Medical Imaging,linkedin_expertise_lexicon_v1,linkedin_headline,1,1,0,9.55,publish,"MSc in Computer Science | Tech and pet enthusiast | Dont believe me, read a couple of my writings | Writing since June 19, 2019 | tanu-n-prabhu",accepted,Positron-Emission Tomography,C0032743,MSH,Diagnostic Procedure,umls_exact,10.0,filtered UMLS concept with curated HBI umbrella,Imaging and Diagnostics,Neuroimaging and Medical Imaging,versioned LinkedIn expertise lexicon
31734037-6b81-4bc5-b485-650f05e4fe91,Cannabis,medical,research_area,Pharmacology and Therapeutics,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"Im a graduate-level researcher in school and applied child psychology with several years of experience in youth mental health, and school-based contexts. I have training in both qualitative and quantitative research methods, with quantitative work focused on cannabis use and mental health, including a sole-authored publication in this area. My background includes research assistantships, counselling and volunteer roles that support high-risk youth. I have developed strong skills in interviewing, survey design, statistical analysis, thematic analysis, academic writing, and collaborative project",review,Cannabis,D002188,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Pharmacology and Therapeutics,versioned LinkedIn expertise lexicon
31734037-6b81-4bc5-b485-650f05e4fe91,Mental Health,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"Im a graduate-level researcher in school and applied child psychology with several years of experience in youth mental health, and school-based contexts. I have training in both qualitative and quantitative research methods, with quantitative work focused on cannabis use and mental health, including a sole-authored publication in this area. My background includes research assistantships, counselling and volunteer roles that support high-risk youth. I have developed strong skills in interviewing, survey design, statistical analysis, thematic analysis, academic writing, and collaborative project",accepted,Mental Health,C0025353,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
31734037-6b81-4bc5-b485-650f05e4fe91,Psychology,health,research_area,Cognition and Behaviour,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"Im a graduate-level researcher in school and applied child psychology with several years of experience in youth mental health, and school-based contexts. I have training in both qualitative and quantitative research methods, with quantitative work focused on cannabis use and mental health, including a sole-authored publication in this area. My background includes research assistantships, counselling and volunteer roles that support high-risk youth. I have developed strong skills in interviewing, survey design, statistical analysis, thematic analysis, academic writing, and collaborative project",review,Psychology,D011584,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Cognition and Behaviour,versioned LinkedIn expertise lexicon
323fbbed-76a5-4236-be5c-8a730e2b37fd,Biomedical Engineering,engineering,research_area,Biomedical Engineering,linkedin_expertise_lexicon_v1,linkedin_headline | linkedin_skill,2,2,0,9.9,publish,Helping biosignals researchers simplify research setups | M.Sc. Biomedical Engineering || Biomedical Engineering,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Biomedical Engineering,versioned LinkedIn expertise lexicon
323fbbed-76a5-4236-be5c-8a730e2b37fd,Medical Devices,unmapped,candidate,,dynamic_explicit_phrase,linkedin_skill,1,1,0,9.75,publish,Medical Devices,review,Equipment and Supplies,D004864,MSH,,mesh_fallback,9.0,local MeSH fallback after broad UMLS candidate search,,,
323fbbed-76a5-4236-be5c-8a730e2b37fd,Stroke,medical,research_area,Neurological and Neurodegenerative Disorders,linkedin_expertise_lexicon_v1,linkedin_about,1,1,0,8.55,publish,"As a Postdoctoral Research Fellow and Sessional Instructor at the University of Calgary with over eleven years of combined academic and research experience, my work focuses on advancing knowledge in biomechanics, injury prevention, and movement and neurodevelopment disorders. I am driven by a commitment to leveraging technology for improving human performance and well-being. My academic and research journey is firmly rooted in the development of innovative solutions, from prosthetic devices to assistive technologies for post-stroke and spinal cord injury rehabilitation, supported by multiple r",accepted,Stroke,C0038454,MSH,Disease or Syndrome,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Cardiovascular Health,Neurological and Neurodegenerative Disorders,versioned LinkedIn expertise lexicon
323fbbed-76a5-4236-be5c-8a730e2b37fd,Electroencephalography,medical,method,Neuroimaging and Medical Imaging,linkedin_expertise_lexicon_v1,linkedin_publication_title,1,1,2023,7.75,publish,Influence of Binaural Beats Stimulation of Gamma Frequency over Memory Performance and EEG Spectral Density,accepted,Electroencephalography,D004569,MSH,,mesh_reviewed_alias,9.9,reviewed local alias plus MeSH hierarchy umbrella,Neuroscience and Neural Systems,Neuroimaging and Medical Imaging,versioned LinkedIn expertise lexicon
323fbbed-76a5-4236-be5c-8a730e2b37fd,Data Analysis,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_experience_description_recent,1,1,2020,6.95,publish,"Provided mentorship to students in the Human Performance Lab throughout all stages of their research projects. Guided the development and refinement of research proposals, including study design and methodology. Supported data collection processes, ensuring adherence to protocols and research standards. Assisted with data analysis using appropriate statistical and computational methods. Offered feedback on data interpretation and presentation of results. Helped troubleshoot technical and methodological challenges during project execution. Promoted best practices in research ethics, organizatio",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
3304a215-893f-4362-b84d-4bb61a7ab080,Clinical Trials,health,method,Clinical and Translational Research,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_headline,2,2,0,9.9,publish,"MSc Community Health Sciences student at the University of Calgary | Research Coordinator for Stroke Clinical Trials Group & Calgary Stroke Program || Master's student in Community Health Sciences, specializing in Epidemiology, at the University of Calgary. Thesis research examines the potential protective association between vaccination and stroke occurrence, with a focus on understanding implications for public health treatments and stroke prevention. Currently working as a Research Coordinator for the Stroke Clinical Trials Group & Calgary Stroke Program at the University of Calgary, supporting data quality control, management of electronic Trial Master Files, and large clinical trial management.",review,Clinical Trials as Topic,C0008976,MSH,Research Activity,umls_exact,9.33,medical UMLS concept found; HBI umbrella requires review,,Clinical and Translational Research,versioned LinkedIn expertise lexicon
3304a215-893f-4362-b84d-4bb61a7ab080,Epidemiology,health,research_area,Population and Public Health,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_about_explicit,2,2,0,9.9,publish,"Master's student in Community Health Sciences, specializing in Epidemiology, at the University of Calgary. Thesis research examines the potential protective association between vaccination and stroke occurrence, with a focus on understanding implications for public health treatments and stroke prevention. Currently working as a Research Coordinator for the Stroke Clinical Trials Group & Calgary Stroke Program at the University of Calgary, supporting data quality control, management of electronic Trial Master Files, and large clinical trial management.",review,Epidemiology,D004813,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Population and Public Health,versioned LinkedIn expertise lexicon
3304a215-893f-4362-b84d-4bb61a7ab080,Stroke,medical,research_area,Neurological and Neurodegenerative Disorders,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_headline,2,2,0,9.9,publish,"MSc Community Health Sciences student at the University of Calgary | Research Coordinator for Stroke Clinical Trials Group & Calgary Stroke Program || Master's student in Community Health Sciences, specializing in Epidemiology, at the University of Calgary. Thesis research examines the potential protective association between vaccination and stroke occurrence, with a focus on understanding implications for public health treatments and stroke prevention. Currently working as a Research Coordinator for the Stroke Clinical Trials Group & Calgary Stroke Program at the University of Calgary, supporting data quality control, management of electronic Trial Master Files, and large clinical trial management.",accepted,Stroke,C0038454,MSH,Disease or Syndrome,umls_exact,9.73,filtered UMLS concept with curated HBI umbrella,Cardiovascular Health,Neurological and Neurodegenerative Disorders,versioned LinkedIn expertise lexicon
3304a215-893f-4362-b84d-4bb61a7ab080,Public Health,medical,research_area,Population and Public Health,hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted | hbi_hybrid_accepted,linkedin_about,1,1,0,8.55,publish,"Master's student in Community Health Sciences, specializing in Epidemiology, at the University of Calgary. Thesis research examines the potential protective association between vaccination and stroke occurrence, with a focus on understanding implications for public health treatments and stroke prevention. Currently working as a Research Coordinator for the Stroke Clinical Trials Group & Calgary Stroke Program at the University of Calgary, supporting data quality control, management of electronic Trial Master Files, and large clinical trial management.",accepted,Public Health,D011634,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,Population and Public Health,Population and Public Health,versioned LinkedIn expertise lexicon
35907a16-9410-45ac-92ed-2912d1bc44e5,Biological Sciences,science,research_area,Physiology and Systems Biology,linkedin_expertise_lexicon_v1,linkedin_headline,1,1,0,9.55,publish,Undergraduate Research Assistant @ Hotchkiss Brain Institute | Biological Sciences Student,review,Biological Science Disciplines,D001690,MSH,,mesh_fallback,9.0,local MeSH fallback after broad UMLS candidate search,,Physiology and Systems Biology,versioned LinkedIn expertise lexicon
37968b3f-84d7-4292-84c0-b2be36cec56e,Mental Health,medical,research_area,Mental Health and Psychiatry,linkedin_expertise_lexicon_v1,linkedin_headline,1,1,0,9.55,publish,"Director, MESSI Research Lab | Assistant Professor, Software Engineering, University of Calgary | Full Member, Hotchkiss Brain Institute | Full Member, Mathison Centre for Mental Health Research & Education",accepted,Mental Health,C0025353,MSH,Mental Process,umls_exact,9.53,filtered UMLS concept with curated HBI umbrella,Mental Health,Mental Health and Psychiatry,versioned LinkedIn expertise lexicon
38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Clinical Research,health,method,Clinical and Translational Research,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Clinical Research,review,Clinical Study,C0008972,MSH,Research Activity,umls_exact,9.33,medical UMLS concept found; HBI umbrella requires review,,Clinical and Translational Research,versioned LinkedIn expertise lexicon
38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Data Analysis,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Data Analysis,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Electroencephalography,medical,method,Neuroimaging and Medical Imaging,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,EEG,accepted,Electroencephalography,D004569,MSH,,mesh_reviewed_alias,9.9,reviewed local alias plus MeSH hierarchy umbrella,Neuroscience and Neural Systems,Neuroimaging and Medical Imaging,versioned LinkedIn expertise lexicon
38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Python,computing,tool,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Python (Programming Language),not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
38acbe79-6c1d-44bb-9a7e-30d7a3ce2efc,Mathematics,science,research_area,Physical and Mathematical Sciences,linkedin_expertise_lexicon_v1,linkedin_experience_description_recent,1,1,2025,6.95,publish,"Creative Problem Solving, Mathematics Education and +9 skills",review,Mathematics,D008433,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Physical and Mathematical Sciences,versioned LinkedIn expertise lexicon
3d67002f-ea42-477e-9764-d79d06acc9be,Mathematics,science,research_area,Physical and Mathematical Sciences,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Mathematics,review,Mathematics,D008433,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Physical and Mathematical Sciences,versioned LinkedIn expertise lexicon
3d67002f-ea42-477e-9764-d79d06acc9be,Numerical Analysis,computing,method,Artificial Intelligence and Data Science,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Numerical Analysis,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Artificial Intelligence and Data Science,versioned LinkedIn expertise lexicon
3d67002f-ea42-477e-9764-d79d06acc9be,Photonics,quantum,research_area,Quantum Science and Technology,linkedin_expertise_lexicon_v1,linkedin_skill,1,1,0,9.9,publish,Photonics,not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Quantum Science and Technology,versioned LinkedIn expertise lexicon
3d67002f-ea42-477e-9764-d79d06acc9be,Physics,science,research_area,Physical and Mathematical Sciences,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_publication_description | linkedin_skill,3,3,2026,9.9,publish,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres. || Physics || We investigate the concept of macroscopically distinguishable superpositions within an infinite array of boson sites. Our approach is rigorous within the frame of Hilbert space theory. In this context, it is natural to differentiate between states–and corresponding dynamics–that involve only finitely many degrees of freedom, referred to as local, and those that are inherently nonlocal. Previous studies have shown that such systems can support nonlocal coherent states (NCS). In this work, we demonstrate that NCS can dynamically evolve into nonlocal cat states under the influence of a nonlocal H",review,Physics,D010825,MSH,,mesh_fallback,10.0,local MeSH fallback after broad UMLS candidate search,,Physical and Mathematical Sciences,versioned LinkedIn expertise lexicon
3d67002f-ea42-477e-9764-d79d06acc9be,Quantum Computing,quantum,research_area,Quantum Science and Technology,linkedin_expertise_lexicon_v1,linkedin_about | linkedin_publication_description | linkedin_publication_title,6,3,2025,9.9,publish,"Research & training: Quantum information including quantum control, quantum optics, quantum sensing, quantum communication and quantum computing from computer science and mathematical physics to theoretical physics and theoretical chemistry plus collaboration and co-development with experimentalists. Outreach: Global research collaboration and training activities in the spirit of Open Science. Leadership: Experienced Chair of Professional Society Divisions, committees, panels, projects and centres. || We explore a new quantum computing approach to time series anomaly detection (TAD). Our approach - Quantum Variational Rewinding (QVR) - trains a family of parameterized unitary time-devolution operators to cluster normal time series instances encoded within quantum states. Unseen time series are assigned an anomaly score based upon their distance from the cluster center, which, beyond a given threshold, classifies anomalous behaviour. We apply QVR to identify anomalous trading activity in cryptocurrency market data and blockchain. Finally, we study our algorithm on IBM’s Falcon r5.11H family  || The success and failure of quantum computing start-ups || The potential value of quantum computing remains uncertain, which creates substantial risks for any quantum computing start-up. But the successes and failures seen so far in the quantum innovation ecosystem hold lessons for the field. … more || Quantum Computation || This chapter summarizes quantum computation, including the motivation for introducing quantum resources into computation and how quantum computation is done. Furthermore, this chapterarticulates advantages and limitations of quantum computation, both fundamental and practical. Finally, this chapter expands on the underlying concepts for building quantum compute",not_attempted,,,,,,0.0,UMLS skipped for cross-domain/tool term,,Quantum Science and Technology,versioned LinkedIn expertise lexicon
